File Name,Molecule,Precursor Adduct,Precursor Mz,Total Area,Best Retention Time
Standard2_water_neg_21.wiff2,Quinate,[M-H],191.056112,51,3.32
Standard2_water_neg_19.wiff2,Quinate,[M-H],191.056112,66,3.34
Standard2_water_neg_18.wiff2,Quinate,[M-H],191.056112,71,3.31
Standard2_water_neg_17.wiff2,Quinate,[M-H],191.056112,64,3.35
Standard2_water_neg_16.wiff2,Quinate,[M-H],191.056112,82,3.34
Standard2_water_neg_14.wiff2,Quinate,[M-H],191.056112,200,0.94
Standard2_water_neg_13.wiff2,Quinate,[M-H],191.056112,353,0.94
Standard2_water_neg_11.wiff2,Quinate,[M-H],191.056112,991,0.93
Standard2_matrix_neg_9.wiff2,Quinate,[M-H],191.056112,1635,0.94
Standard2_matrix_neg_8.wiff2,Quinate,[M-H],191.056112,10450,0.93
Standard2_matrix_neg_7.wiff2,Quinate,[M-H],191.056112,13456,0.94
Standard2_matrix_neg_6.wiff2,Quinate,[M-H],191.056112,33361,0.94
Standard2_matrix_neg_5.wiff2,Quinate,[M-H],191.056112,50060,0.94
Standard2_matrix_neg_4.wiff2,Quinate,[M-H],191.056112,96611,0.94
Standard2_matrix_neg_16.wiff2,Quinate,[M-H],191.056112,680,0.93
Standard2_matrix_neg_15.wiff2,Quinate,[M-H],191.056112,819,0.94
Standard2_matrix_neg_14.wiff2,Quinate,[M-H],191.056112,915,0.93
Standard2_matrix_neg_10.wiff2,Quinate,[M-H],191.056112,5013,0.94
Standard3_water_neg_9.wiff2,Quinate,[M-H],191.056112,113,0.94
Standard3_water_neg_8.wiff2,Quinate,[M-H],191.056112,373,0.94
Standard3_water_neg_7.wiff2,Quinate,[M-H],191.056112,846,0.94
Standard3_water_neg_5.wiff2,Quinate,[M-H],191.056112,8193,0.94
Standard3_water_neg_4.wiff2,Quinate,[M-H],191.056112,31195,0.94
Standard3_water_neg_3.wiff2,Quinate,[M-H],191.056112,49883,0.94
Standard3_water_neg_2.wiff2,Quinate,[M-H],191.056112,152237,0.94
Standard3_water_neg_16.wiff2,Quinate,[M-H],191.056112,21,3.33
Standard3_water_neg_15.wiff2,Quinate,[M-H],191.056112,22,3.33
Standard3_water_neg_14.wiff2,Quinate,[M-H],191.056112,17,3.24
Standard3_water_neg_13.wiff2,Quinate,[M-H],191.056112,25,3.29
Standard3_water_neg_12.wiff2,Quinate,[M-H],191.056112,19,3.27
Standard3_water_neg_11.wiff2,Quinate,[M-H],191.056112,34,0.94
Standard3_water_neg_10.wiff2,Quinate,[M-H],191.056112,59,0.94
Standard3_matrix_neg_9.wiff2,Quinate,[M-H],191.056112,729,0.94
Standard3_matrix_neg_7.wiff2,Quinate,[M-H],191.056112,2879,0.94
Standard3_matrix_neg_6.wiff2,Quinate,[M-H],191.056112,5180,0.94
Standard3_matrix_neg_5.wiff2,Quinate,[M-H],191.056112,14631,0.94
Standard3_matrix_neg_4.wiff2,Quinate,[M-H],191.056112,22065,0.94
Standard3_matrix_neg_3.wiff2,Quinate,[M-H],191.056112,54405,0.94
Standard3_matrix_neg_10.wiff2,Quinate,[M-H],191.056112,543,0.94
Standard3_matrix_neg_1.wiff2,Quinate,[M-H],191.056112,307911,0.94
Standard2_water_neg_7.wiff2,Quinate,[M-H],191.056112,8071,0.94
Standard2_water_neg_6.wiff2,Quinate,[M-H],191.056112,11125,0.94
Standard2_water_neg_5.wiff2,Quinate,[M-H],191.056112,24147,0.94
Standard2_water_neg_4.wiff2,Quinate,[M-H],191.056112,42972,0.94
Standard2_water_neg_3.wiff2,Quinate,[M-H],191.056112,74473,0.94
Standard2_water_neg_22.wiff2,Quinate,[M-H],191.056112,16,3.38
Standard2_water_neg_20.wiff2,Quinate,[M-H],191.056112,16,3.29
Standard2_water_neg_2.wiff2,Quinate,[M-H],191.056112,137727,0.94
Standard2_water_neg_15.wiff2,Quinate,[M-H],191.056112,142,0.94
Standard2_water_neg_1.wiff2,Quinate,[M-H],191.056112,257673,0.94
Standard2_matrix_neg_3.wiff2,Quinate,[M-H],191.056112,119870,0.94
Standard2_matrix_neg_24.wiff2,Quinate,[M-H],191.056112,506,0.09
Standard2_matrix_neg_23.wiff2,Quinate,[M-H],191.056112,565,0.1
Standard2_matrix_neg_22.wiff2,Quinate,[M-H],191.056112,580,0.09
Standard2_matrix_neg_21.wiff2,Quinate,[M-H],191.056112,318,0.09
Standard2_matrix_neg_20.wiff2,Quinate,[M-H],191.056112,493,0.09
Standard2_matrix_neg_2.wiff2,Quinate,[M-H],191.056112,193128,0.94
Standard2_matrix_neg_19.wiff2,Quinate,[M-H],191.056112,339,0.09
Standard2_matrix_neg_18.wiff2,Quinate,[M-H],191.056112,346,0.94
Standard2_matrix_neg_17.wiff2,Quinate,[M-H],191.056112,649,0.94
Standard2_matrix_neg_13.wiff2,Quinate,[M-H],191.056112,833,0.94
Standard2_matrix_neg_12.wiff2,Quinate,[M-H],191.056112,1132,0.94
Standard2_matrix_neg_11.wiff2,Quinate,[M-H],191.056112,2711,0.94
QC_neg.wiff2,Quinate,[M-H],191.056112,280,0.09
Standard2_matrix_pos_16.wiff2,Quinate,[M+H],193.070664,226,0.09
Standard3_water_pos_9.wiff2,Quinate,[M+H],193.070664,9,3.11
Standard3_water_pos_8.wiff2,Quinate,[M+H],193.070664,4,3.31
Standard3_water_pos_7.wiff2,Quinate,[M+H],193.070664,28,0.94
Standard3_water_pos_6.wiff2,Quinate,[M+H],193.070664,103,0.94
Standard3_water_pos_5.wiff2,Quinate,[M+H],193.070664,351,0.94
Standard3_water_pos_4.wiff2,Quinate,[M+H],193.070664,984,0.94
Standard3_water_pos_3.wiff2,Quinate,[M+H],193.070664,2004,0.94
Standard3_water_pos_2.wiff2,Quinate,[M+H],193.070664,5061,0.94
Standard3_water_pos_16.wiff2,Quinate,[M+H],193.070664,6,3.15
Standard3_water_pos_15.wiff2,Quinate,[M+H],193.070664,4,3.38
Standard3_water_pos_14.wiff2,Quinate,[M+H],193.070664,12,3.12
Standard3_water_pos_13.wiff2,Quinate,[M+H],193.070664,0,2.94
Standard3_water_pos_12.wiff2,Quinate,[M+H],193.070664,13,3.05
Standard3_water_pos_11.wiff2,Quinate,[M+H],193.070664,10,3.13
Standard3_water_pos_10.wiff2,Quinate,[M+H],193.070664,7,3.07
Standard3_water_pos_1.wiff2,Quinate,[M+H],193.070664,11737,0.94
Standard3_matrix_pos_9.wiff2,Quinate,[M+H],193.070664,195,0.09
Standard3_matrix_pos_8.wiff2,Quinate,[M+H],193.070664,134,0.09
Standard3_matrix_pos_7.wiff2,Quinate,[M+H],193.070664,165,0.09
Standard3_matrix_pos_6.wiff2,Quinate,[M+H],193.070664,197,0.94
Standard3_matrix_pos_5.wiff2,Quinate,[M+H],193.070664,409,0.94
Standard3_matrix_pos_4.wiff2,Quinate,[M+H],193.070664,1097,0.94
Standard3_matrix_pos_3.wiff2,Quinate,[M+H],193.070664,2051,0.94
Standard3_matrix_pos_2.wiff2,Quinate,[M+H],193.070664,5298,0.94
Standard3_matrix_pos_16.wiff2,Quinate,[M+H],193.070664,63,1.8
Standard3_matrix_pos_15.wiff2,Quinate,[M+H],193.070664,89,0.09
Standard3_matrix_pos_14.wiff2,Quinate,[M+H],193.070664,194,0.09
Standard3_matrix_pos_13.wiff2,Quinate,[M+H],193.070664,139,0.08
Standard3_matrix_pos_12.wiff2,Quinate,[M+H],193.070664,201,0.08
Standard3_matrix_pos_11.wiff2,Quinate,[M+H],193.070664,160,0.09
Standard3_matrix_pos_10.wiff2,Quinate,[M+H],193.070664,167,0.09
Standard3_matrix_pos_1.wiff2,Quinate,[M+H],193.070664,11692,0.94
Standard2_water_pos_9.wiff2,Quinate,[M+H],193.070664,186,0.94
Standard2_water_pos_8.wiff2,Quinate,[M+H],193.070664,329,0.94
Standard2_water_pos_7.wiff2,Quinate,[M+H],193.070664,589,0.94
Standard2_water_pos_6.wiff2,Quinate,[M+H],193.070664,921,0.94
Standard2_water_pos_5.wiff2,Quinate,[M+H],193.070664,1637,0.94
Standard2_water_pos_4.wiff2,Quinate,[M+H],193.070664,2671,0.94
Standard2_water_pos_3.wiff2,Quinate,[M+H],193.070664,3691,0.94
Standard2_water_pos_24.wiff2,Quinate,[M+H],193.070664,0,2.91
Standard2_water_pos_23.wiff2,Quinate,[M+H],193.070664,2,3
Standard2_water_pos_22.wiff2,Quinate,[M+H],193.070664,12,3.16
Standard2_water_pos_21.wiff2,Quinate,[M+H],193.070664,1,3.37
Standard2_water_pos_20.wiff2,Quinate,[M+H],193.070664,1,3.36
Standard2_water_pos_2.wiff2,Quinate,[M+H],193.070664,6620,0.94
Standard2_water_pos_19.wiff2,Quinate,[M+H],193.070664,6,2.98
Standard2_water_pos_18.wiff2,Quinate,[M+H],193.070664,14,3.17
Standard2_water_pos_17.wiff2,Quinate,[M+H],193.070664,3,3.32
Standard2_water_pos_16.wiff2,Quinate,[M+H],193.070664,2,3
Standard2_water_pos_15.wiff2,Quinate,[M+H],193.070664,4,3.34
Standard2_water_pos_14.wiff2,Quinate,[M+H],193.070664,14,3.17
Standard2_water_pos_13.wiff2,Quinate,[M+H],193.070664,15,3.06
Standard2_water_pos_12.wiff2,Quinate,[M+H],193.070664,21,0.94
Standard2_water_pos_11.wiff2,Quinate,[M+H],193.070664,23,0.94
Standard2_water_pos_10.wiff2,Quinate,[M+H],193.070664,94,0.94
Standard2_water_pos_1.wiff2,Quinate,[M+H],193.070664,10155,0.94
Standard2_matrix_pos_9.wiff2,Quinate,[M+H],193.070664,293,0.94
Standard2_matrix_pos_8.wiff2,Quinate,[M+H],193.070664,381,0.94
Standard2_matrix_pos_7.wiff2,Quinate,[M+H],193.070664,686,0.94
Standard2_matrix_pos_6.wiff2,Quinate,[M+H],193.070664,1033,0.94
Standard2_matrix_pos_5.wiff2,Quinate,[M+H],193.070664,1518,0.94
Standard2_matrix_pos_4.wiff2,Quinate,[M+H],193.070664,2775,0.94
Standard2_matrix_pos_3.wiff2,Quinate,[M+H],193.070664,4710,0.94
Standard2_matrix_pos_24.wiff2,Quinate,[M+H],193.070664,135,0.09
Standard2_matrix_pos_23.wiff2,Quinate,[M+H],193.070664,164,0.09
Standard2_matrix_pos_22.wiff2,Quinate,[M+H],193.070664,32,1.8
Standard2_matrix_pos_21.wiff2,Quinate,[M+H],193.070664,152,0.09
Standard2_matrix_pos_20.wiff2,Quinate,[M+H],193.070664,171,0.09
Standard2_matrix_pos_2.wiff2,Quinate,[M+H],193.070664,6751,0.94
Standard2_matrix_pos_19.wiff2,Quinate,[M+H],193.070664,4,2.74
Standard2_matrix_pos_18.wiff2,Quinate,[M+H],193.070664,136,0.09
Standard2_matrix_pos_17.wiff2,Quinate,[M+H],193.070664,169,0.09
Standard2_matrix_pos_15.wiff2,Quinate,[M+H],193.070664,140,0.09
Standard2_matrix_pos_14.wiff2,Quinate,[M+H],193.070664,136,0.09
Standard2_matrix_pos_13.wiff2,Quinate,[M+H],193.070664,36,1.81
Standard2_matrix_pos_12.wiff2,Quinate,[M+H],193.070664,223,0.1
Standard2_matrix_pos_11.wiff2,Quinate,[M+H],193.070664,192,0.09
Standard2_matrix_pos_10.wiff2,Quinate,[M+H],193.070664,144,0.94
Standard2_matrix_pos_1.wiff2,Quinate,[M+H],193.070664,10438,0.94
QC_pos2.wiff2,Quinate,[M+H],193.070664,126,0.09
QC_pos.wiff2,Quinate,[M+H],193.070664,153,0.09
Standard2_water_neg_12.wiff2,Riboflavin,[M-H],375.131008,419,1.85
Standard2_water_neg_10.wiff2,Riboflavin,[M-H],375.131008,1600,1.85
Standard3_matrix_neg_2.wiff2,Riboflavin,[M-H],375.131008,167472,1.84
Standard3_water_neg_6.wiff2,Riboflavin,[M-H],375.131008,3316,1.85
Standard3_water_neg_1.wiff2,Riboflavin,[M-H],375.131008,389622,1.85
Standard3_matrix_neg_8.wiff2,Riboflavin,[M-H],375.131008,401,0.09
Standard3_matrix_neg_11.wiff2,Riboflavin,[M-H],375.131008,875,1.84
Standard2_water_neg_9.wiff2,Riboflavin,[M-H],375.131008,2560,1.85
Standard2_water_neg_8.wiff2,Riboflavin,[M-H],375.131008,4538,1.85
Standard2_water_neg_24.wiff2,Riboflavin,[M-H],375.131008,43,3.21
Standard2_water_neg_23.wiff2,Riboflavin,[M-H],375.131008,75,3.04
Standard2_water_neg_21.wiff2,Riboflavin,[M-H],375.131008,58,3.04
Standard2_water_neg_19.wiff2,Riboflavin,[M-H],375.131008,53,3.17
Standard2_water_neg_18.wiff2,Riboflavin,[M-H],375.131008,66,3.13
Standard2_water_neg_17.wiff2,Riboflavin,[M-H],375.131008,51,3.19
Standard2_water_neg_16.wiff2,Riboflavin,[M-H],375.131008,67,3.12
Standard2_water_neg_14.wiff2,Riboflavin,[M-H],375.131008,115,1.85
Standard2_water_neg_13.wiff2,Riboflavin,[M-H],375.131008,292,1.85
Standard2_water_neg_11.wiff2,Riboflavin,[M-H],375.131008,1055,1.84
Standard2_matrix_neg_9.wiff2,Riboflavin,[M-H],375.131008,5587,1.84
Standard2_matrix_neg_8.wiff2,Riboflavin,[M-H],375.131008,6432,1.84
Standard2_matrix_neg_7.wiff2,Riboflavin,[M-H],375.131008,16660,1.84
Standard2_matrix_neg_6.wiff2,Riboflavin,[M-H],375.131008,12603,1.84
Standard2_matrix_neg_5.wiff2,Riboflavin,[M-H],375.131008,43384,1.84
Standard2_matrix_neg_4.wiff2,Riboflavin,[M-H],375.131008,77208,1.85
Standard2_matrix_neg_16.wiff2,Riboflavin,[M-H],375.131008,600,1.85
Standard2_matrix_neg_15.wiff2,Riboflavin,[M-H],375.131008,756,1.84
Standard2_matrix_neg_14.wiff2,Riboflavin,[M-H],375.131008,1107,1.85
Standard2_matrix_neg_10.wiff2,Riboflavin,[M-H],375.131008,1399,1.85
Standard3_water_neg_9.wiff2,Riboflavin,[M-H],375.131008,87,1.85
Standard3_water_neg_8.wiff2,Riboflavin,[M-H],375.131008,251,1.85
Standard3_water_neg_7.wiff2,Riboflavin,[M-H],375.131008,847,1.85
Standard3_water_neg_5.wiff2,Riboflavin,[M-H],375.131008,8304,1.85
Standard3_water_neg_4.wiff2,Riboflavin,[M-H],375.131008,21940,1.85
Standard3_water_neg_3.wiff2,Riboflavin,[M-H],375.131008,48643,1.85
Standard3_water_neg_2.wiff2,Riboflavin,[M-H],375.131008,144392,1.85
Standard3_water_neg_16.wiff2,Riboflavin,[M-H],375.131008,20,3.03
Standard3_water_neg_15.wiff2,Riboflavin,[M-H],375.131008,20,3.04
Standard3_water_neg_14.wiff2,Riboflavin,[M-H],375.131008,27,3.12
Standard3_water_neg_13.wiff2,Riboflavin,[M-H],375.131008,24,3.06
Standard3_water_neg_12.wiff2,Riboflavin,[M-H],375.131008,8,3.25
Standard3_water_neg_11.wiff2,Riboflavin,[M-H],375.131008,17,3.12
Standard3_water_neg_10.wiff2,Riboflavin,[M-H],375.131008,44,3.09
Standard3_matrix_neg_9.wiff2,Riboflavin,[M-H],375.131008,1116,1.84
Standard3_matrix_neg_7.wiff2,Riboflavin,[M-H],375.131008,2397,1.84
Standard3_matrix_neg_6.wiff2,Riboflavin,[M-H],375.131008,4511,1.84
Standard3_matrix_neg_5.wiff2,Riboflavin,[M-H],375.131008,8670,1.84
Standard3_matrix_neg_4.wiff2,Riboflavin,[M-H],375.131008,18041,1.84
Standard3_matrix_neg_3.wiff2,Riboflavin,[M-H],375.131008,44581,1.84
Standard3_matrix_neg_10.wiff2,Riboflavin,[M-H],375.131008,1024,1.84
Standard3_matrix_neg_1.wiff2,Riboflavin,[M-H],375.131008,371882,1.84
Standard2_water_neg_7.wiff2,Riboflavin,[M-H],375.131008,7222,1.85
Standard2_water_neg_6.wiff2,Riboflavin,[M-H],375.131008,13428,1.85
Standard2_water_neg_5.wiff2,Riboflavin,[M-H],375.131008,24859,1.85
Standard2_water_neg_4.wiff2,Riboflavin,[M-H],375.131008,48625,1.85
Standard2_water_neg_3.wiff2,Riboflavin,[M-H],375.131008,75710,1.85
Standard2_water_neg_22.wiff2,Riboflavin,[M-H],375.131008,32,3.19
Standard2_water_neg_20.wiff2,Riboflavin,[M-H],375.131008,69,3.18
Standard2_water_neg_2.wiff2,Riboflavin,[M-H],375.131008,143416,1.85
Standard2_water_neg_15.wiff2,Riboflavin,[M-H],375.131008,59,1.84
Standard2_water_neg_1.wiff2,Riboflavin,[M-H],375.131008,280350,1.85
Standard2_matrix_neg_3.wiff2,Riboflavin,[M-H],375.131008,20695,1.84
Standard2_matrix_neg_24.wiff2,Riboflavin,[M-H],375.131008,713,1.84
Standard2_matrix_neg_23.wiff2,Riboflavin,[M-H],375.131008,653,1.85
Standard2_matrix_neg_22.wiff2,Riboflavin,[M-H],375.131008,654,1.84
Standard2_matrix_neg_21.wiff2,Riboflavin,[M-H],375.131008,662,1.84
Standard2_matrix_neg_20.wiff2,Riboflavin,[M-H],375.131008,549,1.84
Standard2_matrix_neg_2.wiff2,Riboflavin,[M-H],375.131008,172292,1.85
Standard2_matrix_neg_19.wiff2,Riboflavin,[M-H],375.131008,217,0.09
Standard2_matrix_neg_18.wiff2,Riboflavin,[M-H],375.131008,757,1.84
Standard2_matrix_neg_17.wiff2,Riboflavin,[M-H],375.131008,736,1.84
Standard2_matrix_neg_13.wiff2,Riboflavin,[M-H],375.131008,1042,1.84
Standard2_matrix_neg_12.wiff2,Riboflavin,[M-H],375.131008,1348,1.85
Standard2_matrix_neg_11.wiff2,Riboflavin,[M-H],375.131008,167,0.11
QC_neg.wiff2,Riboflavin,[M-H],375.131008,671,1.84
Standard2_matrix_pos_16.wiff2,Riboflavin,[M+H],377.14556,9862,1.85
Standard3_water_pos_9.wiff2,Riboflavin,[M+H],377.14556,3211,1.86
Standard3_water_pos_8.wiff2,Riboflavin,[M+H],377.14556,7201,1.86
Standard3_water_pos_7.wiff2,Riboflavin,[M+H],377.14556,16869,1.86
Standard3_water_pos_6.wiff2,Riboflavin,[M+H],377.14556,35922,1.86
Standard3_water_pos_5.wiff2,Riboflavin,[M+H],377.14556,82466,1.86
Standard3_water_pos_4.wiff2,Riboflavin,[M+H],377.14556,201259,1.85
Standard3_water_pos_3.wiff2,Riboflavin,[M+H],377.14556,467814,1.86
Standard3_water_pos_2.wiff2,Riboflavin,[M+H],377.14556,992833,1.86
Standard3_water_pos_16.wiff2,Riboflavin,[M+H],377.14556,232,1.85
Standard3_water_pos_15.wiff2,Riboflavin,[M+H],377.14556,261,1.85
Standard3_water_pos_14.wiff2,Riboflavin,[M+H],377.14556,342,1.86
Standard3_water_pos_13.wiff2,Riboflavin,[M+H],377.14556,460,1.85
Standard3_water_pos_12.wiff2,Riboflavin,[M+H],377.14556,643,1.85
Standard3_water_pos_11.wiff2,Riboflavin,[M+H],377.14556,1063,1.86
Standard3_water_pos_10.wiff2,Riboflavin,[M+H],377.14556,2268,1.85
Standard3_water_pos_1.wiff2,Riboflavin,[M+H],377.14556,2030128,1.86
Standard3_matrix_pos_9.wiff2,Riboflavin,[M+H],377.14556,15833,1.85
Standard3_matrix_pos_8.wiff2,Riboflavin,[M+H],377.14556,19483,1.85
Standard3_matrix_pos_7.wiff2,Riboflavin,[M+H],377.14556,32726,1.85
Standard3_matrix_pos_6.wiff2,Riboflavin,[M+H],377.14556,57347,1.85
Standard3_matrix_pos_5.wiff2,Riboflavin,[M+H],377.14556,110368,1.85
Standard3_matrix_pos_4.wiff2,Riboflavin,[M+H],377.14556,228072,1.85
Standard3_matrix_pos_3.wiff2,Riboflavin,[M+H],377.14556,481153,1.86
Standard3_matrix_pos_2.wiff2,Riboflavin,[M+H],377.14556,1007145,1.85
Standard3_matrix_pos_16.wiff2,Riboflavin,[M+H],377.14556,10816,1.85
Standard3_matrix_pos_15.wiff2,Riboflavin,[M+H],377.14556,10931,1.85
Standard3_matrix_pos_14.wiff2,Riboflavin,[M+H],377.14556,11207,1.85
Standard3_matrix_pos_13.wiff2,Riboflavin,[M+H],377.14556,10805,1.85
Standard3_matrix_pos_12.wiff2,Riboflavin,[M+H],377.14556,11582,1.84
Standard3_matrix_pos_11.wiff2,Riboflavin,[M+H],377.14556,11418,1.85
Standard3_matrix_pos_10.wiff2,Riboflavin,[M+H],377.14556,12507,1.85
Standard3_matrix_pos_1.wiff2,Riboflavin,[M+H],377.14556,2111024,1.86
Standard2_water_pos_9.wiff2,Riboflavin,[M+H],377.14556,45180,1.85
Standard2_water_pos_8.wiff2,Riboflavin,[M+H],377.14556,68637,1.86
Standard2_water_pos_7.wiff2,Riboflavin,[M+H],377.14556,121434,1.86
Standard2_water_pos_6.wiff2,Riboflavin,[M+H],377.14556,210791,1.85
Standard2_water_pos_5.wiff2,Riboflavin,[M+H],377.14556,356257,1.86
Standard2_water_pos_4.wiff2,Riboflavin,[M+H],377.14556,577968,1.86
Standard2_water_pos_3.wiff2,Riboflavin,[M+H],377.14556,929132,1.86
Standard2_water_pos_24.wiff2,Riboflavin,[M+H],377.14556,115,2.8
Standard2_water_pos_23.wiff2,Riboflavin,[M+H],377.14556,163,1.85
Standard2_water_pos_22.wiff2,Riboflavin,[M+H],377.14556,52,2.92
Standard2_water_pos_21.wiff2,Riboflavin,[M+H],377.14556,254,1.85
Standard2_water_pos_20.wiff2,Riboflavin,[M+H],377.14556,280,1.86
Standard2_water_pos_2.wiff2,Riboflavin,[M+H],377.14556,1436402,1.86
Standard2_water_pos_19.wiff2,Riboflavin,[M+H],377.14556,339,1.85
Standard2_water_pos_18.wiff2,Riboflavin,[M+H],377.14556,475,1.85
Standard2_water_pos_17.wiff2,Riboflavin,[M+H],377.14556,663,1.85
Standard2_water_pos_16.wiff2,Riboflavin,[M+H],377.14556,1206,1.86
Standard2_water_pos_15.wiff2,Riboflavin,[M+H],377.14556,1728,1.85
Standard2_water_pos_14.wiff2,Riboflavin,[M+H],377.14556,3341,1.85
Standard2_water_pos_13.wiff2,Riboflavin,[M+H],377.14556,5268,1.85
Standard2_water_pos_12.wiff2,Riboflavin,[M+H],377.14556,9528,1.86
Standard2_water_pos_11.wiff2,Riboflavin,[M+H],377.14556,16696,1.86
Standard2_water_pos_10.wiff2,Riboflavin,[M+H],377.14556,27720,1.86
Standard2_water_pos_1.wiff2,Riboflavin,[M+H],377.14556,2130379,1.86
Standard2_matrix_pos_9.wiff2,Riboflavin,[M+H],377.14556,55749,1.85
Standard2_matrix_pos_8.wiff2,Riboflavin,[M+H],377.14556,84434,1.85
Standard2_matrix_pos_7.wiff2,Riboflavin,[M+H],377.14556,134326,1.85
Standard2_matrix_pos_6.wiff2,Riboflavin,[M+H],377.14556,218740,1.85
Standard2_matrix_pos_5.wiff2,Riboflavin,[M+H],377.14556,322081,1.85
Standard2_matrix_pos_4.wiff2,Riboflavin,[M+H],377.14556,511291,1.86
Standard2_matrix_pos_3.wiff2,Riboflavin,[M+H],377.14556,867824,1.86
Standard2_matrix_pos_24.wiff2,Riboflavin,[M+H],377.14556,8843,1.85
Standard2_matrix_pos_23.wiff2,Riboflavin,[M+H],377.14556,8602,1.85
Standard2_matrix_pos_22.wiff2,Riboflavin,[M+H],377.14556,9372,1.86
Standard2_matrix_pos_21.wiff2,Riboflavin,[M+H],377.14556,9392,1.85
Standard2_matrix_pos_20.wiff2,Riboflavin,[M+H],377.14556,9734,1.85
Standard2_matrix_pos_2.wiff2,Riboflavin,[M+H],377.14556,1291565,1.85
Standard2_matrix_pos_19.wiff2,Riboflavin,[M+H],377.14556,790,1.85
Standard2_matrix_pos_18.wiff2,Riboflavin,[M+H],377.14556,9926,1.86
Standard2_matrix_pos_17.wiff2,Riboflavin,[M+H],377.14556,9614,1.85
Standard2_matrix_pos_15.wiff2,Riboflavin,[M+H],377.14556,11309,1.85
Standard2_matrix_pos_14.wiff2,Riboflavin,[M+H],377.14556,12241,1.86
Standard2_matrix_pos_13.wiff2,Riboflavin,[M+H],377.14556,15501,1.86
Standard2_matrix_pos_12.wiff2,Riboflavin,[M+H],377.14556,18630,1.85
Standard2_matrix_pos_11.wiff2,Riboflavin,[M+H],377.14556,27078,1.85
Standard2_matrix_pos_10.wiff2,Riboflavin,[M+H],377.14556,39713,1.86
Standard2_matrix_pos_1.wiff2,Riboflavin,[M+H],377.14556,1965977,1.86
QC_pos2.wiff2,Riboflavin,[M+H],377.14556,9240,1.85
QC_pos.wiff2,Riboflavin,[M+H],377.14556,8975,1.86
Standard2_water_neg_12.wiff2,Serine,[M-H],104.035317,6,0.09
Standard2_water_neg_10.wiff2,Serine,[M-H],104.035317,151,0.08
Standard3_matrix_neg_2.wiff2,Serine,[M-H],104.035317,16269,0.08
Standard3_water_neg_6.wiff2,Serine,[M-H],104.035317,290,0.08
Standard3_water_neg_1.wiff2,Serine,[M-H],104.035317,15985,0.08
Standard3_matrix_neg_8.wiff2,Serine,[M-H],104.035317,5684,0.08
Standard3_matrix_neg_11.wiff2,Serine,[M-H],104.035317,5412,0.08
Standard2_water_neg_9.wiff2,Serine,[M-H],104.035317,319,0.08
Standard2_water_neg_8.wiff2,Serine,[M-H],104.035317,436,0.08
Standard2_water_neg_24.wiff2,Serine,[M-H],104.035317,9,3.09
Standard2_water_neg_23.wiff2,Serine,[M-H],104.035317,8,3.36
Standard2_water_neg_21.wiff2,Serine,[M-H],104.035317,4,3.21
Standard2_water_neg_19.wiff2,Serine,[M-H],104.035317,5,3.31
Standard2_water_neg_18.wiff2,Serine,[M-H],104.035317,3,2.23
Standard2_water_neg_17.wiff2,Serine,[M-H],104.035317,4,3.35
Standard2_water_neg_16.wiff2,Serine,[M-H],104.035317,3,3.35
Standard2_water_neg_14.wiff2,Serine,[M-H],104.035317,4,3.35
Standard2_water_neg_13.wiff2,Serine,[M-H],104.035317,20,0.09
Standard2_water_neg_11.wiff2,Serine,[M-H],104.035317,150,0.08
Standard2_matrix_neg_9.wiff2,Serine,[M-H],104.035317,3876,0.08
Standard2_matrix_neg_8.wiff2,Serine,[M-H],104.035317,5582,0.08
Standard2_matrix_neg_7.wiff2,Serine,[M-H],104.035317,5169,0.08
Standard2_matrix_neg_6.wiff2,Serine,[M-H],104.035317,7565,0.08
Standard2_matrix_neg_5.wiff2,Serine,[M-H],104.035317,8137,0.08
Standard2_matrix_neg_4.wiff2,Serine,[M-H],104.035317,3224,0.08
Standard2_matrix_neg_16.wiff2,Serine,[M-H],104.035317,6807,0.08
Standard2_matrix_neg_15.wiff2,Serine,[M-H],104.035317,8725,0.08
Standard2_matrix_neg_14.wiff2,Serine,[M-H],104.035317,3954,0.08
Standard2_matrix_neg_10.wiff2,Serine,[M-H],104.035317,5465,0.08
Standard3_water_neg_9.wiff2,Serine,[M-H],104.035317,4,2.98
Standard3_water_neg_8.wiff2,Serine,[M-H],104.035317,12,0.08
Standard3_water_neg_7.wiff2,Serine,[M-H],104.035317,57,0.08
Standard3_water_neg_5.wiff2,Serine,[M-H],104.035317,797,0.08
Standard3_water_neg_4.wiff2,Serine,[M-H],104.035317,2952,0.08
Standard3_water_neg_3.wiff2,Serine,[M-H],104.035317,3516,0.08
Standard3_water_neg_2.wiff2,Serine,[M-H],104.035317,6816,0.08
Standard3_water_neg_16.wiff2,Serine,[M-H],104.035317,4,3.29
Standard3_water_neg_15.wiff2,Serine,[M-H],104.035317,1,3.4
Standard3_water_neg_14.wiff2,Serine,[M-H],104.035317,1,3.34
Standard3_water_neg_13.wiff2,Serine,[M-H],104.035317,4,3.23
Standard3_water_neg_12.wiff2,Serine,[M-H],104.035317,1,3.11
Standard3_water_neg_11.wiff2,Serine,[M-H],104.035317,3,3.05
Standard3_water_neg_10.wiff2,Serine,[M-H],104.035317,1,3.2
Standard3_matrix_neg_9.wiff2,Serine,[M-H],104.035317,5335,0.08
Standard3_matrix_neg_7.wiff2,Serine,[M-H],104.035317,5462,0.08
